Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Dependents,Total_Food,Length_customer_yrs,Tot_Num_Purchases
Graduation,Couple,48686.0,1,2,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,SP,69,3,19,8.61,3.0
Graduation,Couple,73687.0,0,0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,1,0,SA,32,0,1446,8.63,21.0
PhD,Single,82716.0,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,CA,78,0,1145,8.69,27.0
2n Cycle,Couple,35523.0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,0,GER,41,1,55,8.78,6.0
PhD,Divorced,60554.0,1,0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,SA,47,1,796,8.93,21.0
Graduation,Couple,64090.0,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,1,0,SA,66,1,662,8.94,19.0
Graduation,Single,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,SP,57,1,496,9.0,16.0
PhD,Widow,71670.0,0,0,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,1,0,SP,60,0,1606,9.02,14.0
PhD,Widow,67680.0,0,1,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,0,AUS,71,1,600,9.1,18.0
Graduation,Couple,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,SP,41,1,445,9.16,15.0
PhD,Single,64108.0,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,AUS,69,1,1078,9.32,26.0
PhD,Couple,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,SP,71,1,982,9.4,24.0
Graduation,Single,47958.0,0,1,8,268,11,88,15,3,22,2,6,3,5,5,0,0,0,0,0,0,0,SA,70,1,385,9.49,14.0
Graduation,Couple,67716.0,0,1,8,530,142,217,62,9,56,4,7,4,13,5,0,1,0,0,0,0,0,CA,62,1,960,9.51,24.0
Graduation,Couple,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,1,0,SP,51,2,303,9.54,12.0
Graduation,Couple,48752.0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,1,0,SP,53,2,316,9.59,12.0
2n Cycle,Couple,15716.0,1,0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,0,1,SA,34,1,66,9.67,7.0
PhD,Divorced,46610.0,0,2,8,96,12,96,33,22,43,6,4,1,6,6,0,0,0,0,0,1,0,AUS,70,2,259,9.71,11.0
Graduation,Couple,74985.0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,GER,45,0,1783,9.84,16.0
PhD,Single,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,1,0,SP,77,0,120,8.13,7.0
PhD,Single,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,SP,77,0,274,8.13,27.0
Graduation,Single,57100.0,1,0,9,158,11,99,15,11,17,2,3,2,7,3,0,0,0,0,0,0,0,SA,35,1,294,8.16,12.0
Graduation,Couple,24434.0,2,0,9,3,2,8,20,0,17,2,2,1,2,7,0,0,0,0,0,0,0,IND,50,2,33,8.16,5.0
PhD,Couple,37126.0,1,0,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,1,0,SP,51,1,65,8.3,5.0
Graduation,Single,45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,AUS,64,2,18,8.3,3.0
Graduation,Couple,33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,SP,45,1,33,8.46,4.0
Master,Widow,64866.0,0,1,9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,0,0,0,0,CA,72,1,546,8.47,17.0
Master,Couple,34176.0,0,1,9,11,2,7,4,2,2,1,1,0,3,3,0,0,0,0,0,0,0,CA,47,1,26,8.48,4.0
Master,Single,50014.0,1,0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,0,SP,54,1,354,8.48,13.0
Graduation,Couple,92344.0,0,0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,AUS,74,0,1780,8.5,20.0
Master,Divorced,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,SP,52,1,216,8.59,10.0
PhD,Divorced,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,SP,59,1,307,8.69,12.0
PhD,Couple,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,1,0,SP,40,0,1919,8.94,19.0
PhD,Couple,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,1,0,SA,40,0,1919,8.94,19.0
Master,Single,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,1,0,SP,51,1,151,8.95,8.0
PhD,Divorced,74165.0,0,0,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,CA,47,0,1281,9.21,19.0
Graduation,Single,42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,1,0,GER,57,2,542,9.23,17.0
Graduation,Couple,65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,SP,78,0,725,9.28,20.0
Graduation,Couple,36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,SP,61,2,118,9.45,7.0
Master,Couple,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,1,0,SA,70,2,255,9.45,11.0
Graduation,Couple,56046.0,0,0,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,1,0,GER,57,0,641,9.53,19.0
Graduation,Couple,65148.0,0,1,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0,CA,64,1,962,9.66,19.0
Graduation,Divorced,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,SP,67,1,348,9.95,13.0
PhD,Couple,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP,61,2,8,8.08,3.0
Master,Single,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,1,0,SP,43,1,62,8.24,6.0
2n Cycle,Couple,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,SP,51,2,54,8.24,7.0
Graduation,Couple,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,SP,54,2,152,8.29,8.0
2n Cycle,Couple,43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,SP,49,1,68,8.33,6.0
Graduation,Couple,73448.0,0,0,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,0,CA,53,0,595,8.43,18.0
Basic,Couple,17256.0,1,0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,US,30,1,40,8.64,5.0
Graduation,Single,86429.0,0,0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,1,0,SA,61,0,1412,8.65,18.0
PhD,Couple,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,1,0,SP,39,1,39,8.75,4.0
2n Cycle,Couple,25130.0,1,0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,CA,42,1,32,8.79,5.0
Graduation,Couple,62998.0,0,1,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,0,CA,70,1,405,8.79,14.0
2n Cycle,Couple,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,SP,46,2,20,8.9,4.0
2n Cycle,Couple,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,AUS,46,2,20,8.9,4.0
PhD,Couple,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,SP,74,1,182,8.9,9.0
Graduation,Couple,47320.0,0,1,10,200,19,111,50,15,19,6,5,1,8,6,0,0,0,0,0,0,0,CA,65,1,395,8.96,14.0
PhD,Divorced,70179.0,0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,SA,46,1,901,8.99,23.0
PhD,Divorced,70179.0,0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,US,46,1,901,8.99,23.0
Master,Couple,28072.0,1,0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,CA,36,1,42,9.02,4.0
Graduation,Couple,50501.0,1,1,10,297,0,38,13,0,152,7,5,4,4,6,1,0,0,0,0,1,0,IND,68,2,348,9.08,13.0
Graduation,Couple,58917.0,1,2,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,SA,53,3,254,9.31,11.0
Graduation,Couple,69372.0,0,0,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,1,0,CA,73,0,1339,9.4,20.0
Master,Couple,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,0,SP,51,1,41,9.51,4.0
Master,Couple,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,0,AUS,51,1,41,9.51,4.0
Graduation,Divorced,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,1,0,SP,54,0,1412,9.61,21.0
Graduation,Couple,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,1,0,US,40,0,1460,9.68,19.0
Graduation,Couple,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,1,0,SP,40,0,1460,9.68,19.0
Graduation,Couple,80134.0,0,0,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,SP,28,0,1352,8.42,20.0
Graduation,Divorced,64713.0,1,0,11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,0,0,1,0,AUS,52,1,548,8.44,17.0
Graduation,Divorced,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,SP,36,0,121,8.61,7.0
Graduation,Couple,51411.0,1,0,11,5,5,6,0,2,1,1,1,0,2,7,0,0,0,0,0,0,0,US,39,1,18,8.67,3.0
PhD,Single,55521.0,1,2,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,1,0,SP,67,3,442,8.73,15.0
Master,Couple,43795.0,0,1,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,1,0,SP,54,1,385,8.75,14.0
Graduation,Couple,22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,SA,52,1,46,8.78,6.0
Master,Couple,36408.0,1,1,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,GER,73,2,19,8.82,3.0
Graduation,Couple,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,CA,72,2,59,8.95,6.0
Graduation,Couple,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,SP,72,2,59,8.95,6.0
Graduation,Couple,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,1,0,SP,46,2,496,8.99,16.0
Master,Couple,35641.0,1,0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,1,0,SA,50,1,150,9.01,8.0
2n Cycle,Couple,32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,SA,38,0,40,9.03,4.0
PhD,Couple,59821.0,0,1,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,0,SA,67,1,699,9.26,20.0
Graduation,Couple,34968.0,1,0,11,158,6,45,8,2,2,7,3,2,5,7,0,0,0,0,0,0,0,SA,42,1,219,9.27,10.0
PhD,Couple,56320.0,0,1,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0,SP,55,1,619,9.27,18.0
Master,Couple,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,SP,53,1,1150,9.29,17.0
Graduation,Couple,46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,SA,66,1,233,9.29,10.0
PhD,Divorced,41003.0,0,0,11,123,133,142,71,44,88,1,6,2,8,6,0,0,0,0,0,0,0,SA,59,0,513,9.33,16.0
Graduation,Couple,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,SP,63,1,184,9.34,9.0
Graduation,Single,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,AUS,47,1,70,9.4,6.0
Graduation,Single,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,SP,47,1,70,9.4,6.0
PhD,Divorced,42873.0,1,1,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,0,CA,72,2,254,9.48,11.0
PhD,Couple,51039.0,1,1,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,AUS,53,2,308,9.6,12.0
PhD,Couple,78952.0,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,SP,64,1,1958,9.81,19.0
Master,Divorced,29435.0,1,1,11,70,3,37,4,2,64,4,3,2,2,9,0,0,0,0,0,1,0,CA,56,2,116,9.94,7.0
Graduation,Divorced,79865.0,0,1,12,71,99,278,185,121,38,1,5,10,5,1,0,0,0,0,0,0,0,SA,68,1,754,8.08,20.0
Graduation,Single,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,CA,34,1,69,8.18,7.0
Graduation,Single,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,IND,34,1,69,8.18,7.0
PhD,Couple,65968.0,0,1,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,CA,52,1,491,8.18,16.0
Master,Single,86424.0,0,0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,SA,66,0,1158,8.28,27.0
Graduation,Divorced,67272.0,0,1,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,SP,56,1,719,8.57,20.0
Graduation,Single,78499.0,0,0,12,912,72,170,47,36,97,1,11,3,4,4,0,0,1,0,0,1,0,CA,65,0,1237,8.64,18.0
Graduation,Couple,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,SP,50,1,989,8.72,29.0
Graduation,Single,70515.0,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,1,0,ME,29,0,1118,8.73,16.0
Master,Couple,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,1,0,SP,47,1,39,8.82,6.0
PhD,Couple,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,SP,52,0,986,8.85,24.0
Graduation,Couple,15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,SP,66,0,14,8.86,3.0
2n Cycle,Couple,26326.0,0,0,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,0,1,GER,46,0,9,8.86,3.0
Graduation,Couple,62061.0,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,SP,46,1,762,8.87,21.0
Graduation,Couple,5305.0,0,1,12,12,4,7,1,3,5,0,1,0,0,13,0,0,0,0,0,0,0,IND,46,1,27,8.96,1.0
Master,Single,75777.0,0,0,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,1,0,AUS,40,0,1358,9.03,20.0
Master,Single,75777.0,0,0,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,1,0,IND,40,0,1358,9.03,20.0
Master,Couple,71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,SP,51,1,758,9.06,24.0
PhD,Single,31626.0,1,0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,1,0,GER,44,1,52,9.18,5.0
Master,Couple,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,SA,30,0,226,9.22,10.0
Graduation,Single,83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,1,0,SP,49,0,1508,9.24,20.0
Master,Couple,41021.0,1,0,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,1,0,SA,53,1,52,9.54,5.0
Graduation,Couple,79456.0,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,1,0,SP,66,0,1302,9.9,15.0
Master,Divorced,78789.0,0,0,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,1,0,SP,42,0,1671,9.94,15.0
PhD,Couple,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,SP,70,1,61,8.07,5.0
Master,Couple,35876.0,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,SP,39,0,115,8.24,7.0
Graduation,Couple,23539.0,0,0,13,4,24,11,16,1,25,1,2,0,4,6,0,0,0,0,0,0,0,CA,65,0,56,8.38,6.0
Master,Single,32557.0,1,0,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,1,0,CA,55,1,70,8.39,6.0
2n Cycle,Couple,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,SP,52,1,806,8.5,21.0
Graduation,Couple,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,SP,56,2,218,8.58,10.0
PhD,Couple,82170.0,0,0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,0,SA,44,0,1871,8.64,18.0
PhD,Single,61798.0,0,0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,SP,58,0,450,8.64,15.0
Basic,Single,15253.0,1,0,13,1,3,3,8,1,13,2,1,0,3,7,0,0,0,0,0,0,0,CA,30,1,16,8.72,4.0
Master,Couple,78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,GER,34,0,1387,8.72,20.0
Graduation,Single,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,SP,67,1,346,8.78,13.0
Basic,Couple,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,1,0,SP,49,1,15,8.92,3.0
2n Cycle,Couple,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,SP,54,1,67,9.03,5.0
Graduation,Couple,72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,SA,52,0,865,9.07,12.0
2n Cycle,Couple,36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,1,0,US,37,1,154,9.08,8.0
Graduation,Couple,157146.0,0,0,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,0,SA,45,0,1729,9.21,28.0
Master,Couple,81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,SP,62,0,1505,9.23,26.0
Graduation,Couple,41883.0,1,0,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0,CA,34,1,196,9.33,9.0
PhD,Couple,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,IND,58,2,64,9.39,5.0
PhD,Couple,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,SP,58,2,64,9.39,5.0
Graduation,Couple,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,1,0,SP,36,0,1262,9.41,15.0
Graduation,Single,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,SP,33,1,36,9.54,4.0
Graduation,Widow,31880.0,1,0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,SP,52,1,12,9.71,3.0
Graduation,Widow,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,1,0,SP,49,2,597,9.77,18.0
Graduation,Couple,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,1,0,SP,39,0,1889,9.93,18.0
PhD,Couple,37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,SP,49,1,45,8.19,5.0
PhD,Couple,37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,IND,49,1,45,8.19,5.0
Graduation,Couple,75315.0,0,1,14,459,15,171,142,23,31,2,5,4,12,2,0,0,0,0,0,0,0,SA,68,1,810,8.25,21.0
Graduation,Single,69263.0,0,1,14,492,5,32,13,5,21,1,9,1,7,6,0,1,0,0,0,0,0,CA,57,1,547,8.36,17.0
Graduation,Couple,78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,1,0,SP,76,0,1641,8.4,14.0
PhD,Couple,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,SP,56,1,446,8.51,15.0
2n Cycle,Couple,74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,SP,67,1,783,8.69,21.0
PhD,Couple,66426.0,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,SP,61,1,1220,8.79,18.0
Master,Widow,51529.0,0,1,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,SP,73,1,445,8.85,15.0
Graduation,Couple,18100.0,0,0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,SP,76,0,13,8.94,3.0
2n Cycle,Divorced,59601.0,0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,US,45,1,774,8.98,11.0
2n Cycle,Couple,20981.0,0,0,14,2,12,10,6,13,30,1,3,1,2,8,0,0,0,0,0,1,0,CA,45,0,43,9.21,6.0
Graduation,Couple,74068.0,0,0,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,IND,46,0,1566,9.33,23.0
Graduation,Couple,36790.0,0,0,14,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,1,0,SP,39,0,56,9.38,5.0
Graduation,Couple,18793.0,1,0,14,4,16,20,0,17,20,3,2,0,4,8,0,0,0,0,0,0,0,SA,51,1,57,9.51,6.0
Graduation,Widow,27421.0,0,0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,SP,68,0,269,9.59,11.0
Graduation,Couple,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,SP,50,1,41,9.67,4.0
Graduation,Couple,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,1,0,SP,48,0,1719,9.81,25.0
Master,Couple,34053.0,0,1,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,0,SP,54,1,91,9.85,6.0
Master,Single,31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,0,1,SA,39,1,54,8.32,7.0
2n Cycle,Couple,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,SP,48,2,38,8.38,4.0
Graduation,Divorced,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,SP,44,1,51,8.43,7.0
PhD,Couple,42769.0,0,1,15,71,0,13,3,1,0,2,1,1,4,4,0,0,0,0,0,0,0,CA,60,1,88,8.76,6.0
2n Cycle,Couple,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,SP,40,1,721,8.8,20.0
Graduation,Couple,49096.0,1,1,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,CA,58,2,180,8.81,9.0
PhD,Single,76412.0,0,0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,1,0,CA,42,0,1791,9.2,17.0
Graduation,Couple,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,SP,32,0,67,9.41,5.0
Graduation,Couple,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,IND,32,0,67,9.41,5.0
Master,Single,21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,1,0,SP,36,1,149,9.55,8.0
Graduation,Couple,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,SP,44,2,89,9.6,6.0
PhD,Couple,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,SP,43,1,119,9.65,7.0
PhD,Divorced,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,1,0,SP,48,1,90,9.82,6.0
Master,Widow,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,1,0,SP,63,0,616,9.92,18.0
PhD,Couple,28764.0,1,1,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0,SP,56,2,11,8.11,3.0
2n Cycle,Couple,32146.0,1,0,16,26,3,23,4,7,3,2,2,0,4,6,0,0,0,0,0,0,0,CA,39,1,63,8.18,6.0
Graduation,Single,22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,SP,39,0,38,8.26,4.0
Graduation,Couple,36781.0,1,0,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,1,0,SP,43,1,50,8.27,5.0
Master,Couple,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,SP,62,1,224,8.28,10.0
Graduation,Single,93790.0,0,0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,1,0,CA,52,0,2304,8.42,25.0
Graduation,Single,24762.0,1,0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,1,0,SA,50,1,46,8.43,6.0
Master,Couple,30477.0,1,0,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,IND,38,1,54,8.48,5.0
2n Cycle,Divorced,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,SP,47,0,8,8.58,3.0
Graduation,Divorced,70844.0,1,1,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,GER,55,2,292,8.71,12.0
Graduation,Single,30828.0,1,0,16,16,11,15,2,0,12,2,1,1,4,3,0,0,0,0,0,0,0,AUS,42,1,44,8.78,6.0
Master,Couple,62513.0,0,1,16,520,42,98,0,42,14,2,6,4,10,6,0,0,0,0,0,0,0,US,55,1,702,8.85,20.0
