Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age,Length_customer_yrs,Dependents,Total_Spent,Tot_Num_Purchases,Spent per purchase,Total_Accepted_Camp
1984,Master,Single,18890.0,0,0,5,17.14,11.43,2.86,20.0,5.71,42.86,1,0,1,2,6,1,0,0,0,0,1,0,SA,38,9.64,0,35,3.0,11.67,1
1986,Basic,Couple,20425.0,1,0,5,7.02,21.05,8.77,5.26,28.07,29.82,2,2,0,3,7,0,0,0,0,0,0,0,CA,36,9.67,1,57,5.0,11.4,0
1986,Basic,Couple,20425.0,1,0,5,7.02,21.05,8.77,5.26,28.07,29.82,2,2,0,3,7,0,0,0,0,0,0,0,GER,36,9.67,1,57,5.0,11.4,0
1957,PhD,Divorced,41437.0,1,1,5,90.62,0.0,6.25,0.0,0.0,3.12,1,1,0,3,7,0,0,0,0,0,0,0,SP,65,9.77,2,32,4.0,8.0,0
1949,Master,Couple,49912.0,0,1,5,59.5,0.92,25.51,3.66,5.61,4.81,4,10,5,7,8,1,0,0,0,0,1,0,ME,73,9.81,1,874,22.0,39.73,1
1949,Master,Couple,49912.0,0,1,5,59.5,0.92,25.51,3.66,5.61,4.81,4,10,5,7,8,1,0,0,0,0,1,0,AUS,73,9.81,1,874,22.0,39.73,1
1959,Graduation,Couple,79823.0,0,1,6,55.01,4.81,25.03,7.51,4.81,2.83,1,6,9,7,2,0,1,0,0,0,0,0,AUS,63,8.25,1,1518,22.0,69.0,1
1954,Graduation,Divorced,85683.0,0,0,6,72.44,0.95,17.38,2.52,3.86,2.85,1,2,4,10,1,0,1,1,1,1,1,0,SP,68,8.28,0,1789,16.0,111.81,4
1965,PhD,Divorced,47025.0,1,1,6,80.0,0.0,15.0,0.0,0.0,5.0,1,1,0,2,7,0,0,0,0,0,0,0,SP,57,8.39,2,20,3.0,6.67,0
1976,PhD,Couple,68397.0,0,1,6,53.67,5.65,32.91,1.2,0.92,5.65,1,6,9,5,3,0,0,0,0,0,0,0,SA,46,8.62,1,1416,20.0,70.8,0
1984,PhD,Couple,38175.0,1,0,6,45.75,3.92,45.1,1.31,1.96,1.96,3,3,1,4,7,0,0,0,0,0,0,0,SP,38,8.77,1,153,8.0,19.12,0
1972,Master,Single,46423.0,1,1,6,73.91,0.0,17.39,0.0,0.0,8.7,3,2,0,4,7,0,0,0,0,0,0,0,SP,50,8.78,2,92,6.0,15.33,0
1976,Master,Couple,30560.0,1,0,6,29.03,3.23,16.13,12.9,16.13,22.58,1,1,0,3,7,0,0,0,0,0,0,0,SA,46,9.01,1,31,4.0,7.75,0
1976,Master,Couple,30560.0,1,0,6,29.03,3.23,16.13,12.9,16.13,22.58,1,1,0,3,7,0,0,0,0,0,0,0,CA,46,9.01,1,31,4.0,7.75,0
1979,Graduation,Single,60152.0,0,1,6,34.46,8.8,31.81,9.12,6.15,9.65,1,6,4,12,3,0,0,0,0,0,0,0,SP,43,9.26,1,943,22.0,42.86,0
1965,Graduation,Couple,29672.0,1,1,6,36.0,4.0,12.0,0.0,16.0,32.0,1,0,0,3,6,0,0,0,0,0,0,0,SA,57,9.3,2,25,3.0,8.33,0
1965,Graduation,Couple,29672.0,1,1,6,36.0,4.0,12.0,0.0,16.0,32.0,1,0,0,3,6,0,0,0,0,0,0,0,SP,57,9.3,2,25,3.0,8.33,0
1947,Graduation,Couple,70321.0,0,0,6,22.02,1.67,54.58,5.96,1.89,13.88,1,6,5,13,4,0,0,0,0,0,1,0,SP,75,9.45,0,1376,24.0,57.33,0
1962,Graduation,Couple,56181.0,0,1,6,30.79,26.21,17.56,2.04,11.2,12.21,1,4,2,7,4,0,0,0,0,0,0,0,SP,60,9.48,1,393,13.0,30.23,0
1990,Basic,Couple,24279.0,0,0,6,6.08,13.69,7.98,7.6,23.57,41.06,1,4,1,3,8,0,0,0,0,0,0,0,SP,32,9.5,0,263,8.0,32.88,0
1969,PhD,Couple,68462.0,0,0,6,33.59,3.83,47.01,5.03,7.66,2.87,1,3,3,8,1,0,0,0,0,0,0,0,SP,53,9.55,0,1670,14.0,119.29,0
1976,PhD,Couple,55424.0,0,1,6,52.68,6.96,20.98,1.14,6.04,12.2,4,7,5,9,6,1,0,0,0,0,1,0,SP,46,9.6,1,877,21.0,41.76,1
1973,Graduation,Couple,49094.0,0,1,6,74.9,0.0,7.57,2.19,1.59,13.75,5,6,3,6,6,0,0,0,0,0,0,0,SP,49,9.78,1,502,15.0,33.47,0
1961,2n Cycle,Widow,59184.0,0,1,6,31.81,13.25,10.54,24.16,14.09,6.16,3,6,6,12,5,0,0,0,0,0,0,0,SP,61,9.81,1,1072,24.0,44.67,0
1987,Graduation,Couple,67430.0,0,0,6,43.62,7.11,21.33,9.31,9.75,8.87,1,11,5,12,6,0,0,0,0,0,0,0,GER,35,9.82,0,1364,28.0,48.71,0
1960,Master,Couple,30522.0,0,1,6,54.91,2.45,25.46,5.83,3.37,7.98,5,1,2,9,2,0,0,0,0,0,0,0,SP,62,9.87,1,326,12.0,27.17,0
1977,2n Cycle,Single,31878.0,0,1,7,32.86,5.71,7.14,14.29,7.14,32.86,1,1,0,4,3,0,0,0,0,0,0,0,SP,45,8.02,1,70,5.0,14.0,0
1992,Graduation,Single,83528.0,0,0,7,32.12,7.09,41.09,8.12,2.67,8.91,1,4,10,8,1,1,0,0,1,0,1,0,SP,30,8.17,0,1650,22.0,75.0,2
1979,Graduation,Couple,90300.0,0,0,7,34.18,7.71,45.22,1.9,7.71,3.28,0,5,6,8,1,0,0,1,0,0,0,0,SP,43,8.49,0,1738,19.0,91.47,1
1978,Master,Single,68092.0,0,0,7,66.51,4.68,16.16,6.09,2.81,3.75,2,2,6,10,5,0,0,0,0,0,0,0,SA,44,8.54,0,1281,18.0,71.17,0
1972,Master,Couple,53761.0,1,1,7,48.62,0.0,23.38,4.0,2.15,21.85,6,4,4,3,5,0,0,0,0,0,0,0,AUS,50,8.72,2,325,11.0,29.55,0
1973,Graduation,Couple,52845.0,1,0,7,41.03,2.67,31.2,13.89,4.38,6.84,3,8,8,6,6,1,0,0,0,0,0,0,SP,49,8.88,1,936,22.0,42.55,1
1976,Graduation,Couple,24027.0,1,0,7,29.17,14.58,22.92,22.92,0.0,10.42,2,2,0,3,8,0,0,0,0,0,0,0,SP,46,9.06,1,48,5.0,9.6,0
1979,2n Cycle,Couple,7500.0,1,0,7,3.77,15.09,20.75,5.66,15.09,39.62,4,3,2,2,7,0,0,0,0,0,0,0,IND,43,9.15,1,53,7.0,7.57,0
1955,Graduation,Couple,42586.0,1,1,7,76.98,0.79,22.22,0.0,0.0,0.0,5,4,1,6,8,0,0,0,0,0,1,0,SP,67,9.67,2,252,11.0,22.91,0
1973,Basic,Couple,9722.0,1,0,7,5.83,16.5,15.53,5.83,15.53,40.78,4,3,1,3,8,0,0,0,0,0,1,0,SP,49,9.75,1,103,7.0,14.71,0
1975,PhD,Couple,86836.0,0,0,7,32.14,3.77,49.01,0.0,3.77,11.31,1,6,10,6,5,1,0,1,1,0,1,0,SP,47,9.8,0,557,22.0,25.32,3
1972,Graduation,Couple,30467.0,1,0,8,4.17,12.5,33.33,8.33,20.83,20.83,1,1,0,2,7,0,0,0,0,0,0,0,CA,50,8.28,1,24,3.0,8.0,0
1952,PhD,Couple,54549.0,0,1,8,92.7,0.86,2.58,0.0,0.0,3.86,2,5,1,4,7,0,0,0,0,0,0,0,SA,70,8.33,1,233,10.0,23.3,0
1982,Graduation,Couple,19444.0,1,0,8,29.63,0.0,42.59,5.56,3.7,18.52,3,4,1,2,7,0,0,0,0,0,1,0,SA,40,8.35,1,54,7.0,7.71,0
1956,Master,Couple,69245.0,0,1,8,50.77,3.56,25.39,9.49,3.56,7.24,2,6,5,10,3,0,0,0,0,0,0,0,SA,66,8.43,1,843,21.0,40.14,0
1963,PhD,Divorced,72968.0,0,0,8,55.77,1.89,30.23,7.41,1.89,2.81,1,5,5,8,3,0,0,0,1,0,1,0,SP,59,8.54,0,1958,18.0,108.78,1
1953,Graduation,Couple,48686.0,1,2,8,50.0,0.0,35.0,10.0,0.0,5.0,1,1,0,2,8,0,0,0,0,0,0,0,SP,69,8.57,3,20,3.0,6.67,0
1990,Graduation,Couple,73687.0,0,0,8,34.36,9.4,30.92,13.4,0.8,11.12,1,3,9,9,2,0,0,0,1,0,1,0,SA,32,8.59,0,1627,21.0,77.48,1
1944,PhD,Single,82716.0,0,0,8,51.93,12.68,19.54,1.29,12.68,1.89,1,6,8,13,2,0,0,0,0,0,0,0,CA,78,8.65,0,1167,27.0,43.22,0
1981,2n Cycle,Couple,35523.0,1,0,8,16.67,7.58,33.33,18.18,7.58,16.67,2,3,0,3,7,0,0,0,0,0,0,0,GER,41,8.74,1,66,6.0,11.0,0
1975,PhD,Divorced,60554.0,1,0,8,72.5,0.86,9.37,13.56,1.85,1.85,2,8,4,9,6,0,0,0,0,0,0,0,SA,47,8.89,1,811,21.0,38.62,0
1956,Graduation,Couple,64090.0,0,1,8,39.65,7.28,20.2,9.54,6.4,16.94,1,6,9,4,5,0,0,0,0,0,1,0,SA,66,8.9,1,797,19.0,41.95,0
1965,Graduation,Single,61559.0,0,1,8,52.64,15.66,16.6,6.04,2.64,6.42,1,4,2,10,3,0,0,0,0,0,0,0,SP,57,8.96,1,530,16.0,33.12,0
1962,PhD,Widow,71670.0,0,0,8,82.79,0.91,7.25,0.0,0.0,9.06,1,5,3,6,6,0,1,1,0,1,1,0,SP,60,8.98,0,1766,14.0,126.14,3
1951,PhD,Widow,67680.0,0,1,8,90.1,0.0,7.92,0.0,0.99,0.99,1,7,3,8,5,0,0,0,0,0,0,0,AUS,71,9.05,1,606,18.0,33.67,0
1981,Graduation,Couple,54386.0,0,1,8,58.94,4.47,13.62,13.19,4.47,5.32,2,3,2,10,3,0,0,0,0,0,0,0,SP,41,9.12,1,470,15.0,31.33,0
1953,PhD,Single,64108.0,0,1,8,86.26,0.91,7.83,1.18,1.91,1.91,4,6,9,11,5,0,0,0,0,0,0,0,AUS,69,9.27,1,1099,26.0,42.27,0
1951,PhD,Couple,69702.0,0,1,8,63.91,0.87,23.1,4.81,1.83,5.49,2,7,7,10,4,0,0,0,0,0,0,0,SP,71,9.36,1,1039,24.0,43.29,0
1952,Graduation,Single,47958.0,0,1,8,65.85,2.7,21.62,3.69,0.74,5.41,2,6,3,5,5,0,0,0,0,0,0,0,SA,70,9.45,1,407,14.0,29.07,0
1960,Graduation,Couple,67716.0,0,1,8,52.17,13.98,21.36,6.1,0.89,5.51,4,7,4,13,5,0,1,0,0,0,0,0,CA,62,9.47,1,1016,24.0,42.33,1
1971,Graduation,Couple,34600.0,1,1,8,62.58,10.38,18.87,2.52,0.94,4.72,5,5,2,5,8,0,0,0,0,0,1,0,SP,51,9.5,2,318,12.0,26.5,0
1969,Graduation,Couple,48752.0,1,1,8,23.1,18.04,31.65,22.47,4.75,0.0,5,6,1,5,9,0,0,0,0,0,1,0,SP,53,9.55,2,316,12.0,26.33,0
1988,2n Cycle,Couple,15716.0,1,0,8,17.39,5.43,32.61,8.7,7.61,28.26,3,3,0,4,8,0,0,0,0,0,0,1,SA,34,9.63,1,92,7.0,13.14,0
1952,PhD,Divorced,46610.0,0,2,8,31.79,3.97,31.79,10.93,7.28,14.24,6,4,1,6,6,0,0,0,0,0,1,0,AUS,70,9.67,2,302,11.0,27.45,0
1977,Graduation,Couple,74985.0,0,0,8,31.41,2.73,48.05,13.22,0.0,4.6,1,3,6,7,2,0,0,0,0,0,0,0,GER,45,9.8,0,1869,16.0,116.81,0
1945,PhD,Single,45576.0,0,0,9,38.62,13.1,20.0,1.38,9.66,17.24,1,3,1,3,8,0,0,0,0,0,1,0,SP,77,8.09,0,145,7.0,20.71,0
1945,PhD,Single,113734.0,0,0,9,2.17,0.72,1.08,0.36,94.58,1.08,0,27,0,0,1,0,0,0,0,0,0,0,SP,77,8.09,0,277,27.0,10.26,0
1987,Graduation,Single,57100.0,1,0,9,50.8,3.54,31.83,4.82,3.54,5.47,2,3,2,7,3,0,0,0,0,0,0,0,SA,35,8.12,1,311,12.0,25.92,0
1972,Graduation,Couple,24434.0,2,0,9,6.0,4.0,16.0,40.0,0.0,34.0,2,2,1,2,7,0,0,0,0,0,0,0,IND,50,8.12,2,50,5.0,10.0,0
1971,PhD,Couple,37126.0,1,0,9,62.5,4.17,12.5,5.56,5.56,9.72,1,1,2,2,6,1,0,0,0,0,1,0,SP,51,8.25,1,72,5.0,14.4,1
1958,Graduation,Single,45160.0,1,1,9,38.1,9.52,23.81,14.29,0.0,14.29,1,1,0,2,7,0,0,0,0,0,0,0,AUS,64,8.26,2,21,3.0,7.0,0
1977,Graduation,Couple,33178.0,1,0,9,24.49,12.24,4.08,22.45,4.08,32.65,1,1,0,3,4,0,0,0,0,0,0,0,SP,45,8.42,1,49,4.0,12.25,0
1950,Master,Widow,64866.0,0,1,9,91.37,0.9,3.78,1.26,0.9,1.8,4,7,3,7,5,0,1,0,0,0,0,0,CA,72,8.43,1,556,17.0,32.71,1
1975,Master,Couple,34176.0,0,1,9,39.29,7.14,25.0,14.29,7.14,7.14,1,1,0,3,3,0,0,0,0,0,0,0,CA,47,8.44,1,28,4.0,7.0,0
1968,Master,Single,50014.0,1,0,9,59.09,3.54,19.44,4.8,2.53,10.61,2,4,1,8,5,0,0,0,0,0,0,0,SP,54,8.44,1,396,13.0,30.46,0
1948,Graduation,Couple,92344.0,0,0,9,52.24,1.26,36.55,2.69,1.0,6.27,0,5,10,5,1,1,0,1,0,0,0,0,AUS,74,8.46,0,1899,20.0,94.95,2
1970,Master,Divorced,55282.0,1,0,9,53.19,2.55,31.06,3.4,1.7,8.09,1,3,1,6,4,0,0,0,0,0,0,0,SP,52,8.55,1,235,10.0,23.5,0
1963,PhD,Divorced,48799.0,0,1,9,52.57,5.44,24.47,8.46,1.81,7.25,3,3,2,7,3,0,0,0,0,0,0,0,SP,59,8.65,1,331,12.0,27.58,0
1982,PhD,Couple,84169.0,0,0,9,77.02,0.99,21.0,0.0,0.99,0.0,1,7,6,6,3,0,1,1,0,0,1,0,SP,40,8.9,0,1919,19.0,101.0,2
1982,PhD,Couple,84169.0,0,0,9,77.02,0.99,21.0,0.0,0.99,0.0,1,7,6,6,3,0,1,1,0,0,1,0,SA,40,8.9,0,1919,19.0,101.0,2
1971,Master,Single,39763.0,1,0,9,47.9,0.6,35.93,2.4,3.59,9.58,2,5,1,2,9,0,0,0,0,0,1,0,SP,51,8.91,1,167,8.0,20.88,0
1975,PhD,Divorced,74165.0,0,0,9,77.42,0.93,18.56,1.24,0.93,0.93,1,5,4,10,2,0,0,0,0,0,0,0,CA,47,9.17,0,1293,19.0,68.05,0
1965,Graduation,Single,42720.0,1,1,9,59.94,0.76,13.91,4.28,3.98,17.13,8,7,3,7,8,0,0,0,0,0,1,0,GER,57,9.19,2,654,17.0,38.47,0
1944,Graduation,Couple,65275.0,0,0,9,52.01,1.88,29.22,12.2,1.88,2.82,1,4,3,13,2,0,0,0,0,0,0,0,SP,78,9.24,0,746,20.0,37.3,0
1961,Graduation,Couple,36443.0,1,1,9,47.1,0.0,33.33,2.9,2.17,14.49,4,3,1,3,8,0,0,0,0,0,0,0,SP,61,9.41,2,138,7.0,19.71,0
1952,Master,Couple,43776.0,1,1,9,64.36,0.73,25.82,1.09,0.73,7.27,6,5,2,4,8,0,0,0,0,0,1,0,SA,70,9.41,2,275,11.0,25.0,0
1965,Graduation,Couple,56046.0,0,0,9,83.38,0.0,9.25,0.0,0.0,7.37,2,10,1,8,8,1,0,0,0,0,1,0,GER,57,9.49,0,692,19.0,36.42,1
1958,Graduation,Couple,65148.0,0,1,9,41.26,3.14,37.85,2.96,1.08,13.72,2,6,6,7,4,0,0,0,0,0,0,0,CA,64,9.62,1,1115,19.0,58.68,0
1955,Graduation,Divorced,49431.0,0,1,9,60.0,0.82,27.4,7.12,0.0,4.66,2,7,1,5,8,0,0,0,0,0,0,0,SP,67,9.91,1,365,13.0,28.08,0
1961,PhD,Couple,32583.0,1,1,10,55.56,0.0,33.33,0.0,0.0,11.11,1,1,0,2,7,0,0,0,0,0,0,0,SP,61,8.04,2,9,3.0,3.0,0
1979,Master,Single,16653.0,1,0,10,7.25,10.14,44.93,21.74,5.8,10.14,3,2,1,3,6,0,0,0,0,0,1,0,SP,43,8.2,1,69,6.0,11.5,0
1971,2n Cycle,Couple,26850.0,1,1,10,49.21,1.59,20.63,11.11,3.17,14.29,4,2,1,4,4,0,0,0,0,0,0,0,SP,51,8.2,2,63,7.0,9.0,0
1968,Graduation,Couple,51287.0,1,1,10,64.29,0.0,12.09,7.14,0.0,16.48,3,4,1,3,7,0,0,0,0,0,0,0,SP,54,8.25,2,182,8.0,22.75,0
1973,2n Cycle,Couple,43050.0,1,0,10,39.47,6.58,31.58,7.89,3.95,10.53,2,2,0,4,5,0,0,0,0,0,0,0,SP,49,8.29,1,76,6.0,12.67,0
1969,Graduation,Couple,73448.0,0,0,10,32.55,14.62,26.07,3.17,5.66,17.93,1,7,2,9,4,0,0,0,0,0,0,0,CA,53,8.39,0,725,18.0,40.28,0
1992,Basic,Couple,17256.0,1,0,10,9.68,6.45,22.58,12.9,12.9,35.48,2,2,1,2,8,1,0,0,0,0,0,0,US,30,8.6,1,62,5.0,12.4,1
1961,Graduation,Single,86429.0,0,0,10,32.02,1.93,60.25,2.0,1.24,2.55,0,7,4,7,2,0,0,0,1,0,1,0,SA,61,8.61,0,1449,18.0,80.5,1
1983,PhD,Couple,33569.0,1,0,10,25.4,3.17,28.57,4.76,0.0,38.1,1,1,1,2,8,1,0,0,0,0,1,0,SP,39,8.71,1,63,4.0,15.75,1
1980,2n Cycle,Couple,25130.0,1,0,10,4.0,10.0,14.0,0.0,36.0,36.0,2,2,0,3,7,0,0,0,0,0,0,0,CA,42,8.75,1,50,5.0,10.0,0
1952,Graduation,Couple,62998.0,0,1,10,25.92,12.53,15.77,14.04,19.22,12.53,5,5,4,5,5,0,0,0,0,0,0,0,CA,70,8.75,1,463,14.0,33.07,0
1976,2n Cycle,Couple,26907.0,1,1,10,40.91,4.55,31.82,0.0,13.64,9.09,2,1,0,3,7,0,0,0,0,0,0,0,SP,46,8.86,2,22,4.0,5.5,0
1976,2n Cycle,Couple,26907.0,1,1,10,40.91,4.55,31.82,0.0,13.64,9.09,2,1,0,3,7,0,0,0,0,0,0,0,AUS,46,8.86,2,22,4.0,5.5,0
1948,PhD,Couple,45579.0,0,1,10,79.23,0.55,18.03,1.09,0.55,0.55,1,4,1,4,6,0,0,0,0,0,0,0,SP,74,8.86,1,183,9.0,20.33,0
1957,Graduation,Couple,47320.0,0,1,10,48.31,4.59,26.81,12.08,3.62,4.59,6,5,1,8,6,0,0,0,0,0,0,0,CA,65,8.92,1,414,14.0,29.57,0
1976,PhD,Divorced,70179.0,0,1,10,51.45,8.51,16.25,6.67,4.26,12.86,3,7,3,13,5,0,0,0,0,0,0,0,SA,46,8.95,1,1034,23.0,44.96,0
1976,PhD,Divorced,70179.0,0,1,10,51.45,8.51,16.25,6.67,4.26,12.86,3,7,3,13,5,0,0,0,0,0,0,0,US,46,8.95,1,1034,23.0,44.96,0
1986,Master,Couple,28072.0,1,0,10,63.83,0.0,21.28,4.26,0.0,10.64,1,1,0,3,7,0,0,0,0,0,0,0,CA,36,8.98,1,47,4.0,11.75,0
1954,Graduation,Couple,50501.0,1,1,10,59.4,0.0,7.6,2.6,0.0,30.4,7,5,4,4,6,1,0,0,0,0,1,0,IND,68,9.04,2,500,13.0,38.46,1
1969,Graduation,Couple,58917.0,1,2,10,53.55,2.48,31.56,0.0,2.48,9.93,5,4,1,6,5,0,0,0,0,0,0,0,SA,53,9.27,3,282,11.0,25.64,0
1949,Graduation,Couple,69372.0,0,0,10,72.19,1.88,19.48,2.46,0.94,3.04,1,10,4,6,4,0,1,1,0,0,1,0,CA,73,9.36,0,1381,20.0,69.05,2
1971,Master,Couple,35178.0,1,0,10,38.98,1.69,22.03,3.39,3.39,30.51,1,1,1,2,7,1,0,0,0,0,1,0,SP,51,9.47,1,59,4.0,14.75,1
1971,Master,Couple,35178.0,1,0,10,38.98,1.69,22.03,3.39,3.39,30.51,1,1,1,2,7,1,0,0,0,0,1,0,AUS,51,9.47,1,59,4.0,14.75,1
1968,Graduation,Divorced,75693.0,0,0,10,55.27,10.61,20.32,4.99,6.73,2.08,1,11,4,6,4,0,1,1,1,0,1,0,SP,54,9.57,0,1442,21.0,68.67,3
1982,Graduation,Couple,69109.0,0,0,10,52.93,1.61,29.52,7.97,1.86,6.11,1,6,6,7,4,0,0,1,0,0,1,0,US,40,9.64,0,1555,19.0,81.84,1
1982,Graduation,Couple,69109.0,0,0,10,52.93,1.61,29.52,7.97,1.86,6.11,1,6,6,7,4,0,0,1,0,0,1,0,SP,40,9.64,0,1555,19.0,81.84,1
1994,Graduation,Couple,80134.0,0,0,11,70.1,1.89,20.46,3.77,1.89,1.89,1,2,7,11,5,0,1,1,1,1,0,0,SP,28,8.38,0,1378,20.0,68.9,4
1970,Graduation,Divorced,64713.0,1,0,11,29.9,9.97,40.03,2.16,8.97,8.97,2,5,5,7,4,0,0,0,0,0,1,0,AUS,52,8.39,1,602,17.0,35.41,0
1986,Graduation,Divorced,41411.0,0,0,11,26.62,23.02,27.34,7.91,2.16,12.95,1,2,1,4,6,0,0,0,0,0,0,0,SP,36,8.56,0,139,7.0,19.86,0
1983,Graduation,Couple,51411.0,1,0,11,26.32,26.32,31.58,0.0,10.53,5.26,1,1,0,2,7,0,0,0,0,0,0,0,US,39,8.62,1,19,3.0,6.33,0
1955,PhD,Single,55521.0,1,2,11,93.27,0.0,5.83,0.0,0.0,0.9,9,6,3,6,7,0,1,0,0,0,1,0,SP,67,8.69,3,446,15.0,29.73,1
1968,Master,Couple,43795.0,0,1,11,63.82,2.24,10.77,0.81,0.61,21.75,3,7,3,4,7,0,1,0,0,0,1,0,SP,54,8.71,1,492,14.0,35.14,1
1970,Graduation,Couple,22070.0,1,0,11,14.93,10.45,28.36,11.94,2.99,31.34,2,2,2,2,6,0,0,0,0,0,0,0,SA,52,8.74,1,67,6.0,11.17,0
1949,Master,Couple,36408.0,1,1,11,40.91,4.55,18.18,13.64,9.09,13.64,1,1,0,2,6,0,0,0,0,0,0,0,GER,73,8.78,2,22,3.0,7.33,0
1950,Graduation,Couple,34026.0,1,1,11,23.68,7.89,19.74,15.79,10.53,22.37,3,2,1,3,5,0,0,0,0,0,0,0,CA,72,8.9,2,76,6.0,12.67,0
1950,Graduation,Couple,34026.0,1,1,11,23.68,7.89,19.74,15.79,10.53,22.37,3,2,1,3,5,0,0,0,0,0,0,0,SP,72,8.9,2,76,6.0,12.67,0
1976,Graduation,Couple,46049.0,1,1,11,66.41,1.75,21.75,3.69,2.72,3.69,10,5,2,9,7,0,0,0,0,0,1,0,SP,46,8.95,2,515,16.0,32.19,0
1972,Master,Couple,35641.0,1,0,11,35.39,1.69,37.64,4.49,5.06,15.73,2,3,1,4,7,0,0,0,0,0,1,0,SA,50,8.96,1,178,8.0,22.25,0
1984,2n Cycle,Couple,32414.0,0,0,11,38.46,11.54,9.62,0.0,17.31,23.08,1,1,0,3,7,1,0,0,0,0,0,0,SA,38,8.99,0,52,4.0,13.0,1
1955,PhD,Couple,59821.0,0,1,11,85.69,0.0,9.54,0.0,0.0,4.77,6,11,2,7,8,0,0,0,0,0,0,0,SA,67,9.22,1,734,20.0,36.7,0
1980,Graduation,Couple,34968.0,1,0,11,71.49,2.71,20.36,3.62,0.9,0.9,7,3,2,5,7,0,0,0,0,0,0,0,SA,42,9.22,1,221,10.0,22.1,0
1967,PhD,Couple,56320.0,0,1,11,28.63,7.55,24.5,16.52,10.97,11.82,3,5,4,9,4,0,0,0,0,0,0,0,SP,55,9.23,1,702,18.0,39.0,0
1969,Master,Couple,70091.0,1,0,11,83.03,2.93,11.8,1.29,0.0,0.95,2,5,2,10,8,0,1,0,0,0,0,0,SP,53,9.25,1,1161,17.0,68.29,1
1956,Graduation,Couple,46097.0,0,1,11,29.88,9.96,28.22,26.97,1.66,3.32,5,3,1,6,4,0,0,0,0,0,0,0,SA,66,9.25,1,241,10.0,24.1,0
1963,PhD,Divorced,41003.0,0,0,11,20.47,22.13,23.63,11.81,7.32,14.64,1,6,2,8,6,0,0,0,0,0,0,0,SA,59,9.29,0,601,16.0,37.56,0
1959,Graduation,Couple,44911.0,0,1,11,73.95,0.0,10.23,0.93,0.47,14.42,3,4,1,4,7,0,0,0,0,0,0,0,SP,63,9.3,1,215,9.0,23.89,0
1975,Graduation,Single,33249.0,1,0,11,5.36,8.93,18.75,16.96,12.5,37.5,2,2,1,3,6,0,0,0,0,0,0,0,AUS,47,9.36,1,112,6.0,18.67,0
1975,Graduation,Single,33249.0,1,0,11,5.36,8.93,18.75,16.96,12.5,37.5,2,2,1,3,6,0,0,0,0,0,0,0,SP,47,9.36,1,112,6.0,18.67,0
1950,PhD,Divorced,42873.0,1,1,11,77.7,0.0,14.87,1.12,0.74,5.58,4,6,1,4,8,0,0,0,0,0,0,0,CA,72,9.44,2,269,11.0,24.45,0
1969,PhD,Couple,51039.0,1,1,11,23.98,15.35,18.94,15.59,0.0,26.14,2,6,2,4,7,0,0,0,0,0,0,0,AUS,53,9.56,2,417,12.0,34.75,0
1958,PhD,Couple,78952.0,0,1,11,55.93,0.91,28.39,4.73,3.63,6.41,2,2,5,12,6,0,0,0,0,0,0,0,SP,64,9.77,1,2092,19.0,110.11,0
1966,Master,Divorced,29435.0,1,1,11,38.89,1.67,20.56,2.22,1.11,35.56,4,3,2,2,9,0,0,0,0,0,1,0,CA,56,9.9,2,180,7.0,25.71,0
1954,Graduation,Divorced,79865.0,0,1,12,8.96,12.5,35.1,23.36,15.28,4.8,1,5,10,5,1,0,0,0,0,0,0,0,SA,68,8.04,1,792,20.0,39.6,0
1988,Graduation,Single,34176.0,1,0,12,5.62,7.87,26.97,21.35,15.73,22.47,4,3,0,4,6,0,0,0,0,0,0,0,CA,34,8.14,1,89,7.0,12.71,0
1988,Graduation,Single,34176.0,1,0,12,5.62,7.87,26.97,21.35,15.73,22.47,4,3,0,4,6,0,0,0,0,0,0,0,IND,34,8.14,1,89,7.0,12.71,0
1970,PhD,Couple,65968.0,0,1,12,75.96,1.82,16.77,3.84,0.81,0.81,2,5,4,7,3,0,0,0,0,0,0,0,CA,52,8.14,1,495,16.0,30.94,0
1956,Master,Single,86424.0,0,0,12,31.57,5.55,46.41,7.26,3.67,5.55,1,6,9,12,1,0,0,0,0,0,0,0,SA,66,8.24,0,1226,27.0,45.41,0
1966,Graduation,Divorced,67272.0,0,1,12,48.7,4.77,36.97,3.82,3.82,1.91,3,6,2,12,5,0,0,0,0,0,0,0,SP,56,8.53,1,733,20.0,36.65,0
1957,Graduation,Single,78499.0,0,0,12,68.37,5.4,12.74,3.52,2.7,7.27,1,11,3,4,4,0,0,1,0,0,1,0,CA,65,8.6,0,1334,18.0,74.11,1
1972,Graduation,Couple,77044.0,0,1,12,58.69,3.57,22.72,4.69,3.19,7.14,2,7,11,11,4,1,0,0,0,0,0,0,SP,50,8.68,1,1065,29.0,36.72,1
1993,Graduation,Single,70515.0,0,0,12,33.39,0.0,35.93,14.47,5.09,11.13,1,6,6,4,2,0,0,0,0,0,1,0,ME,29,8.69,0,1258,16.0,78.62,0
